202
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,12
3,11
3,10
3,10
3,10
4,9
4,9
4,9
5,10
5,10
5,11
6,11
6,12
6,13
6,13
6,13
6,13
6,13
6,13
7,13
7,13
7,12
7,11
8,10
8,10
8,10
9,10
9,10
10,10
10,10
10,11
10,11
10,12
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
10,13
11,13
11,13
11,13
11,13
11,13
11,13
11,12
11,11
11,10
11,10
11,10
12,10
12,10
12,10
12,10
12,11
12,11
12,12
12,13
12,13
12,13
12,13
12,13
12,13
12,13
13,13
13,13
13,13
14,13
14,12
15,11
15,10
15,10
15,10
15,10
15,10
15,10
14,11
14,11
13,12
13,13
13,13
13,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,12
12,11
12,10
12,10
13,10
13,9
13,9
14,10
14,10
14,10
14,11
14,12
15,12
15,13
15,12
15,11
15,11
15,11
15,11
15,11
15,12
15,12
15,13
15,13
16,13
16,13
16,12
16,11
16,11
16,12
16,12
16,13
16,13
16,13
16,13
16,13
16,13
16,13
16,13
16,13
16,13
17,13
17,13
17,13
17,13
17,13
18,13
18,13
18,13
18,13
19,13
19,13
19,13
20,13
20,12
20,11
21,11
21,12
21,12
21,13
21,13
21,13
21,13
21,13
21,13
21,13
21,13
21,13
21,13
21,13
21,12
21,11
21,11
20,12
20,12
20,13
20,13
20,13
20,13
21,13
21,13
21,13
21,13
21,13
21,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
23,13
23,13
23,13
23,13
23,13
23,13
23,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
25,13
25,13
25,13
25,13
25,13
25,13
26,13
26,13
26,13
26,13
26,13
26,13
26,13
26,13
26,13
26,13
26,13
26,13
25,13
25,13
25,13
25,13
24,13
24,13
24,12
24,12
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
23,13
23,13
23,13
23,12
22,12
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,12
22,12
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
21,13
21,13
21,13
21,13
21,13
21,13
20,13
20,13
20,12
19,12
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,13
19,12
20,11
20,10
20,10
20,10
20,9
20,9
20,10
20,10
20,10
20,11
20,12
20,12
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,12
20,11
20,10
20,10
20,10
20,9
20,9
20,9
20,9
20,9
20,9
21,9
21,9
21,9
21,9
21,9
21,9
21,9
21,9
21,9
21,9
22,8
22,8
22,9
22,9
22,10
22,10
22,11
22,12
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,13
22,12
22,11
22,10
22,10
22,10
22,9
22,9
22,9
23,9
23,9
23,9
23,9
23,9
23,9
23,8
24,7
24,6
24,6
25,6
25,6
25,6
26,6
26,6
26,7
27,7
27,8
27,9
27,10
28,11
28,11
28,11
28,11
28,11
28,11
28,11
28,11
28,11
28,11
28,11
29,11
29,11
29,11
29,10
30,9
30,8
31,8
31,8
31,8
31,8
31,8
31,8
31,9
31,9
32,10
32,11
32,12
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
32,13
33,13
33,13
33,13
34,13
34,13
35,13
35,13
36,13
36,13
37,13
37,13
37,13
37,13
37,12
37,11
37,10
37,10
37,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
39,10
39,10
39,10
39,9
39,8
40,7
40,7
41,7
41,7
41,7
41,7
41,8
41,8
41,9
41,10
42,11
42,12
42,13
42,13
42,13
42,13
42,13
42,13
42,12
42,11
42,10
42,10
42,10
42,10
42,10
42,11
42,11
42,12
42,13
42,12
42,11
42,11
42,11
42,11
42,11
42,12
42,12
42,13
42,13
43,13
43,13
43,13
43,13
44,13
44,12
44,11
45,10
45,10
45,10
45,9
45,9
45,9
46,9
46,9
46,9
46,9
46,9
46,9
46,9
46,9
46,9
46,9
46,8
46,7
47,6
47,6
47,6
47,6
48,6
48,6
48,6
48,7
48,7
48,8
48,9
48,10
48,11
48,12
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,13
48,12
48,11
48,10
48,10
48,10
48,10
48,10
48,11
48,11
48,12
48,13
48,12
48,11
49,11
49,11
49,11
49,11
50,12
50,12
51,13
51,13
51,13
51,13
51,13
51,13
51,13
51,13
51,13
52,13
52,13
52,13
52,13
52,13
51,12
51,11
51,10
51,10
50,10
50,9
50,9
49,10
49,10
49,10
49,11
49,12
49,12
49,13
49,12
49,11
49,11
49,11
50,11
50,11
50,12
51,12
51,13
52,13
52,13
53,13
53,13
54,13
54,13
55,13
55,12
56,11
56,10
56,10
56,10
56,9
56,9
56,9
57,9
57,9
57,9
57,9
58,9
58,9
59,9
59,8
59,7
59,6
60,6
60,6
60,6
60,6
60,6
60,6
59,7
59,7
59,8
59,9
59,10
59,11
59,12
60,13
60,13
60,13
60,13
60,13
60,13
61,13
61,13
61,13
61,13
62,13
62,13
62,13
62,13
63,13
63,13
63,13
64,13
64,13
64,13
64,13
64,13
64,13
64,12
64,11
64,10
64,10
64,10
63,11
63,11
63,12
63,13
63,13
63,13
64,13
64,13
64,13
64,13
64,13
64,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
65,13
66,13
66,13
66,13
66,13
66,13
67,13
67,13
67,13
67,13
67,13
67,13
67,13
67,13
67,13
67,13
68,12
68,11
68,10
68,10
69,10
69,9
69,9
70,9
70,10
71,10
71,11
72,11
72,12
72,13
73,13
73,13
73,13
73,13
73,13
73,13
73,13
73,13
73,13
73,13
73,13
72,13
72,13
72,13
72,13
72,13
72,13
72,13
72,13
72,13
72,13
72,13
72,12
72,11
72,10
73,10
73,10
73,9
74,9
74,10
74,10
74,10
75,11
75,12
75,12
75,13
75,12
75,11
75,11
75,11
75,11
74,11
74,12
74,12
74,13
74,13
74,13
74,13
74,13
74,13
74,13
74,13
74,13
74,13
74,12
74,11
74,10
74,10
74,10
75,10
75,10
75,10
75,10
76,11
76,11
76,12
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
76,13
77,13
77,13
77,13
77,13
78,13
78,13
78,12
78,11
78,11
78,12
78,12
78,13
78,13
78,13
77,13
77,13
77,13
77,13
77,13
78,13
78,13
78,13
78,13
78,13
78,13
78,13
79,13
79,13
79,13
79,13
80,13
80,13
80,13
80,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,12
81,11
80,10
80,10
80,10
80,9
80,9
80,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,8
79,7
79,6
79,6
79,6
79,6
79,6
79,6
79,7
79,7
78,8
78,9
78,9
78,9
78,9
78,9
78,9
78,9
78,9
78,9
79,9
79,9
79,9
79,9
80,9
80,8
80,8
80,9
80,9
80,9
80,9
80,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
80,9
80,9
80,9
80,10
80,10
81,11
81,11
81,12
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,13
81,12
80,11
80,10
80,10
80,10
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
80,9
79,9
79,9
79,9
79,9
79,9
79,9
79,9
79,8
79,7
79,6
79,6
80,6
80,5
81,5
81,5
81,5
82,5
82,5
83,5
83,5
83,5
84,5
84,5
84,5
84,5
84,5
84,4
84,3
84,2
84,2
84,2
84,2
84,2
84,2
84,2
84,3
84,3
84,4
84,5
84,5
84,5
84,5
84,5
85,5
85,5
85,5
85,5
85,5
85,5
86,5
86,5
86,5
87,4
87,3
87,2
88,2
88,2
89,1
89,1
90,1
90,2
91,2
91,3
92,3
92,4
92,5
92,5
92,5
93,5
93,5
93,5
93,5
93,5
93,5
93,5
93,5
93,5
93,5
93,5
